Pos,Name,BV,SV,Team,38_xMins,38_Pts
D,Guilbert,4.3,4.3,Aston Villa,0,0
F,Wesley,6.0,6.0,Aston Villa,10,0.418
F,Samatta,5.9,5.9,Aston Villa,0,0
F,Davis,4.2,4.2,Aston Villa,14,0.568
F,Vassilev,4.3,4.3,Aston Villa,0,0
M,Douglas Luiz,4.8,4.8,Aston Villa,70,1.83
F,Murray,4.8,4.8,Brighton,0,0
M,Lallana,6.2,6.2,Brighton,65,2.396
M,Stephens,4.2,4.2,Burnley,0,0
G,Button,3.9,3.9,West Brom,0,0
M,Groß,5.8,5.8,Brighton,82,3.308
D,Duffy,4.3,4.3,Brighton,0,0
M,Pröpper,4.7,4.7,Brighton,0,0
M,Mooy,5.0,5.0,Brighton,0,0
D,Burn,4.2,4.2,Brighton,65,1.579
D,Dunk,4.8,4.8,Brighton,88,1.982
D,Montoya,4.5,4.5,Brighton,0,0
F,Andone,4.8,4.8,Brighton,20,0.867
M,March,4.9,4.9,Brighton,0,0
D,Webster,4.3,4.3,Brighton,87,1.915
D,Veltman,4.3,4.3,Brighton,0,0
F,Maupay,5.9,5.9,Brighton,0,0
M,Trossard,5.5,5.5,Brighton,72,2.986
G,Ryan,4.1,4.1,Arsenal,0,0
M,Jahanbakhsh,5.4,5.4,Brighton,59,2.139
M,Izquierdo,5.5,5.5,Brighton,2,0.081
D,Clarke,4.4,4.4,Brighton,0,0
D,White,4.5,4.5,Brighton,82,1.72
D,Bernardo,3.9,3.9,Brighton,0,0
M,Bissouma,4.4,4.4,Brighton,84,2.292
D,Lamptey,4.6,4.6,Brighton,0,0
F,Connolly,5.2,5.2,Brighton,9,0.404
M,Alzate,4.1,4.1,Brighton,29,1.055
M,Mac Allister,5.3,5.3,Brighton,40,1.569
D,Tarkowski,5.3,5.3,Burnley,89,2.96
D,Bardsley,4.4,4.4,Burnley,0,0
D,Pieters,4.3,4.3,Burnley,5,0.186
M,Cork,5.0,5.0,Burnley,61,1.991
D,Long,4.3,4.3,Burnley,0,0
F,Rodriguez,5.7,5.7,Burnley,16,0.864
F,Barnes,6.0,6.0,Burnley,26,1.535
D,Mee,4.7,4.7,Burnley,89,2.911
M,Westwood,5.3,5.3,Burnley,85,2.866
M,Gudmundsson,5.4,5.4,Burnley,46,2.016
F,Wood,6.5,6.5,Burnley,81,5.393
D,Lowton,4.4,4.4,Burnley,86,2.923
F,Vydra,4.8,4.8,Burnley,46,2.728
D,Gibson,3.9,3.9,Burnley,0,0
M,Brady,5.0,5.0,Burnley,0,0
G,Pope,5.5,5.5,Burnley,46,1.905
D,Taylor,4.4,4.4,Burnley,87,2.855
M,Brownhill,4.9,4.9,Burnley,81,3.095
G,Peacock-Farrell,4.0,4.0,Burnley,32,1.282
M,McNeil,5.7,5.7,Burnley,86,3.431
G,Caballero,4.6,4.6,Chelsea,0,0
D,Azpilicueta,5.8,5.8,Chelsea,62,3.008
F,Giroud,6.7,6.7,Chelsea,12,0.883
D,Alonso,5.6,5.6,Chelsea,18,1.131
M,Jorginho,4.7,4.7,Chelsea,60,2.624
M,Barkley,5.8,5.8,Aston Villa,0,0
M,Kovacic,5.3,5.3,Chelsea,66,2.459
F,Batshuayi,5.7,5.7,Crystal Palace,5,0.221
D,Rüdiger,4.7,4.7,Chelsea,78,3.554
D,Zouma,5.3,5.3,Chelsea,44,2.055
D,Emerson,4.7,4.7,Chelsea,0,0
G,Arrizabalaga,4.7,4.7,Chelsea,2,0.089
M,Kanté,4.9,4.9,Chelsea,28,1.051
M,Ziyech,7.9,7.9,Chelsea,27,1.601
M,Loftus-Cheek,5.9,5.9,Fulham,53,2.547
D,Christensen,4.7,4.7,Chelsea,36,1.541
F,Werner,9.2,9.2,Chelsea,72,5.167
F,Abraham,7.1,7.1,Chelsea,1,0.066
M,Pulisic,8.3,8.3,Chelsea,73,4.673
M,Mount,7.3,7.3,Chelsea,79,4.843
D,Tomori,4.7,4.7,Chelsea,0,0
M,Hudson-Odoi,5.7,5.7,Chelsea,13,0.739
D,James,5.1,5.1,Chelsea,80,4.536
M,Gilmour,4.3,4.3,Chelsea,8,0.315
D,Cahill,4.5,4.5,Crystal Palace,66,0.797
G,Hennessey,4.3,4.3,Crystal Palace,0,0
D,Sakho,4.4,4.4,Crystal Palace,0,0
G,Guaita,4.8,4.8,Crystal Palace,80,2.791
D,Tomkins,4.4,4.4,Crystal Palace,36,0.425
M,McArthur,5.2,5.2,Crystal Palace,18,0.5
M,McCarthy,4.3,4.3,Crystal Palace,59,1.55
F,Benteke,5.5,5.5,Crystal Palace,60,2.19
M,Kouyaté,4.8,4.8,Crystal Palace,79,1.993
D,Ward,4.3,4.3,Crystal Palace,82,0.887
D,Kelly,4.1,4.1,Crystal Palace,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0
M,Townsend,5.5,5.5,Crystal Palace,66,2.258
M,Milivojevic,5.6,5.6,Crystal Palace,60,1.67
D,van Aanholt,5.4,5.4,Crystal Palace,13,0.216
F,Ayew,5.6,5.6,Crystal Palace,45,1.606
M,Zaha,7.2,7.2,Crystal Palace,85,2.903
M,Schlupp,5.3,5.3,Crystal Palace,69,2.093
M,Meyer,4.7,4.7,Crystal Palace,0,0
M,Riedewald,4.4,4.4,Crystal Palace,40,1.155
D,Ferguson,3.8,3.8,Crystal Palace,0,0
D,Mitchell,3.8,3.8,Crystal Palace,76,0.842
M,Pierrick,4.3,4.3,Crystal Palace,0,0
M,Walcott,5.8,5.8,Southampton,50,2.034
M,Delph,4.8,4.8,Everton,2,0.059
M,Sigurdsson,6.9,6.9,Everton,68,2.565
G,Lössl,4.3,4.3,Everton,0,0
D,Coleman,4.9,4.9,Everton,51,1.164
F,Tosun,6.0,6.0,Everton,0,0
M,Bernard,5.7,5.7,Everton,11,0.396
D,Digne,6.2,6.2,Everton,82,1.869
D,Keane,5.0,5.0,Everton,77,1.508
G,Pickford,4.8,4.8,Everton,89,3.168
M,André Gomes,5.3,5.3,Everton,24,0.734
M,Iwobi,5.9,5.9,Everton,19,0.672
D,Kenny,4.3,4.3,Everton,0,0
M,Gbamin,5.0,5.0,Everton,0,0
D,Mina,5.5,5.5,Everton,46,0.911
M,Davies,5.2,5.2,Everton,14,0.439
F,Calvert-Lewin,7.5,7.5,Everton,83,3.312
D,Holgate,4.8,4.8,Everton,61,1.12
F,Richarlison,7.7,7.7,Everton,79,3.028
G,Virgínia,4.3,4.3,Everton,0,0
M,Gordon,4.3,4.3,Everton,0,0
F,Kean,5.7,5.7,Everton,0,0
D,Branthwaite,3.9,3.9,Everton,0,0
G,Fabri,3.9,3.9,Fulham,0,0
M,McDonald,4.7,4.7,Fulham,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0
M,Johansen,4.7,4.7,Fulham,0,0
M,Cairney,5.2,5.2,Fulham,0,0
D,Ream,4.2,4.2,Fulham,6,0.197
M,Knockaert,5.0,5.0,Fulham,0,0
D,Hector,4.1,4.1,Fulham,0,0
D,Christie,4.2,4.2,Fulham,0,0
M,Kebano,4.7,4.7,Fulham,0,0
F,Decordova-Reid,5.3,5.3,Fulham,65,3.219
D,Bryan,4.5,4.5,Fulham,45,1.87
G,Bettinelli,4.3,4.3,Fulham,0,0
F,Mitrović,5.5,5.5,Fulham,20,1.33
D,Mawson,4.3,4.3,Fulham,0,0
G,Rodák,4.3,4.3,Fulham,0,0
M,Cavaleiro,5.3,5.3,Fulham,70,4.045
M,Onomah,4.6,4.6,Fulham,19,0.923
M,Seri,4.6,4.6,Fulham,0,0
M,Kamara,4.8,4.8,Fulham,0,0
M,Anguissa,4.4,4.4,Fulham,65,2.348
D,Sessegnon,4.3,4.3,Fulham,0,0
M,Hernández,5.7,5.7,Leeds,17,1.008
G,Casilla,4.1,4.1,Leeds,79,3.348
D,Cooper,4.3,4.3,Leeds,45,1.899
D,Douglas,3.8,3.8,Leeds,0,0
D,Ayling,4.4,4.4,Leeds,81,3.484
M,Klich,5.2,5.2,Leeds,0,0
M,Forshaw,4.8,4.8,Leeds,0,0
D,Dallas,5.5,5.5,Leeds,83,4.18
D,Alioski,4.3,4.3,Leeds,72,3.493
F,Bamford,6.6,6.5,Leeds,78,6.698
M,Harrison,5.6,5.6,Leeds,81,4.527
M,Phillips,4.9,4.9,Leeds,72,2.719
M,Costa,5.0,5.0,Leeds,0,0
M,Roberts,4.6,4.6,Leeds,50,2.462
M,Grot,4.7,4.7,Leeds,0,0
G,Miazek,4.0,4.0,Leeds,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,11,0.591
M,Shackleton,4.8,4.8,Leeds,3,0.122
D,Struijk,4.0,4.0,Leeds,59,2.541
M,Stevens,4.3,4.3,Leeds,0,0
G,Meslier,4.8,4.8,Leeds,2,0.087
D,Davis,3.8,3.8,Leeds,0,0
D,Casey,3.8,3.8,Leeds,0,0
D,Morgan,4.4,4.4,Leicester,1,0.034
G,Schmeichel,5.4,5.4,Leicester,89,3.52
D,Fuchs,4.5,4.5,Leicester,0,0
D,Evans,5.6,5.6,Leicester,20,0.68
M,Silva,4.4,4.4,Leicester,0,0
M,Albrighton,5.2,5.2,Leicester,53,2.092
M,James,4.3,4.3,Leicester,0,0
G,Ward,4.3,4.3,Leicester,0,0
F,Vardy,10.2,10.2,Leicester,82,5.39
M,Praet,5.2,5.2,Leicester,12,0.559
D,Pereira,5.9,5.9,Leicester,42,1.612
D,Amartey,3.9,3.9,Leicester,20,0.691
M,Tielemans,6.4,6.4,Leicester,87,3.471
M,Pérez,6.0,6.0,Leicester,53,2.725
M,Gray,5.1,5.1,Leicester,0,0
M,Maddison,7.2,7.2,Leicester,72,3.876
D,Chilwell,5.9,5.9,Chelsea,81,4.311
F,Iheanacho,6.2,6.2,Leicester,78,4.63
M,Choudhury,4.6,4.6,Leicester,3,0.1
M,Barnes,6.6,6.6,Leicester,0,0
M,Ndidi,4.8,4.8,Leicester,86,2.674
D,Benkovic,4.3,4.3,Leicester,0,0
D,Söyüncü,5.3,5.3,Leicester,87,2.726
D,Justin,4.8,4.8,Leicester,0,0
D,Thomas,4.1,4.1,Leicester,39,1.429
M,Milner,5.3,5.3,Liverpool,30,1.557
D,Tsimikas,4.9,4.9,Liverpool,2,0.116
M,Wijnaldum,5.3,5.3,Liverpool,55,2.506
M,Henderson,5.4,5.4,Liverpool,0,0
G,Adrián,4.2,4.2,Liverpool,0,0
D,Matip,5.4,5.4,Liverpool,0,0
M,Shaqiri,6.4,6.4,Liverpool,6,0.377
M,Chamberlain,6.3,6.3,Liverpool,5,0.245
F,Firmino,9.1,9.1,Liverpool,79,5.167
D,van Dijk,6.2,6.2,Liverpool,0,0
M,Mané,11.7,11.7,Liverpool,82,7.587
G,Alisson,6.0,6.0,Liverpool,88,4.361
M,Fabinho,5.4,5.4,Liverpool,83,2.95
M,Salah,12.9,12.5,Liverpool,83,9.091
D,Robertson,7.2,7.2,Liverpool,85,5.319
F,Origi,5.1,5.1,Liverpool,8,0.641
M,Harry Wilson,5.1,5.1,Liverpool,0,0
M,Minamino,6.0,6.0,Southampton,15,0.621
D,Alexander-Arnold,7.8,7.5,Liverpool,85,6.07
D,Gomez,5.2,5.2,Liverpool,0,0
M,Keita,5.2,5.2,Liverpool,0,0
F,Brewster,4.2,4.2,Sheffield Utd,45,2.292
M,Jones,4.4,4.4,Liverpool,20,1.064
D,Neco Williams,3.8,3.8,Liverpool,1,0.05
M,Elliott,4.3,4.3,Liverpool,0,0
D,Fernandinho,5.4,5.4,Man City,29,1.399
G,Bravo,4.5,4.5,Man City,0,0
F,Agüero,10.3,10.3,Man City,12,0.879
D,Otamendi,4.9,4.9,Man City,0,0
D,Walker,6.1,6.1,Man City,54,2.475
M,Gündogan,5.5,5.5,Man City,37,2.223
M,De Bruyne,11.8,11.8,Man City,65,4.807
D,Stones,5.1,5.1,Man City,37,1.72
D,Mendy,5.9,5.9,Man City,41,1.939
M,Mahrez,8.1,8.1,Man City,58,3.868
M,Sterling,11.0,11.0,Man City,28,1.944
D,Cancelo,5.8,5.8,Man City,0,0
G,Ederson,6.1,6.1,Man City,89,4.061
D,Aké,5.4,5.4,Man City,44,2.15
D,Laporte,6.0,6.0,Man City,29,1.32
M,Bernardo Silva,7.4,7.4,Man City,60,2.946
F,Jesus,9.1,9.1,Man City,70,4.503
D,Zinchenko,5.5,5.5,Man City,46,2.254
M,Foden,6.1,6.1,Man City,57,3.789
M,Doyle,4.4,4.4,Man City,0,0
M,Rodrigo,5.3,5.3,Man City,79,3.063
M,Torres,7.0,7.0,Man City,64,4.166
D,Garcia,4.7,4.7,Man City,26,1.181
G,Romero,4.9,4.9,Man Utd,0,0
M,Mata,5.8,5.8,Man Utd,3,0.152
G,de Gea,5.3,5.3,Man Utd,48,1.804
D,Smalling,4.9,4.9,Man Utd,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0
D,Rojo,4.8,4.8,Man Utd,0,0
M,Matic,4.7,4.7,Man Utd,23,0.718
M,Pogba,7.6,7.6,Man Utd,67,2.978
D,Jones,4.8,4.8,Man Utd,0,0
D,Maguire,5.6,5.6,Man Utd,0,0
M,Fred,5.3,5.3,Man Utd,59,1.706
D,Shaw,5.5,5.5,Man Utd,30,1.024
M,Lingard,6.6,6.4,West Ham,79,4.63
M,Fernandes,11.4,11.1,Man Utd,45,2.59
F,Martial,8.6,8.6,Man Utd,31,1.566
M,Pereira,4.8,4.8,Man Utd,0,0
G,Henderson,5.2,5.2,Man Utd,57,2.162
M,Rashford,9.6,9.6,Man Utd,60,3.194
D,Tuanzebe,4.1,4.1,Man Utd,38,1.076
D,Lindelöf,4.8,4.8,Man Utd,82,2.282
M,McTominay,4.9,4.9,Man Utd,64,1.938
D,Bailly,4.8,4.8,Man Utd,55,1.504
M,James,6.2,6.2,Man Utd,21,0.916
D,Fosu-Mensah,4.3,4.3,Man Utd,0,0
D,Wan-Bissaka,5.8,5.8,Man Utd,73,2.21
D,Dalot,4.8,4.8,Man Utd,0,0
M,Greenwood,7.3,7.3,Man Utd,62,3.088
M,Chong,4.4,4.4,Man Utd,0,0
M,Garner,4.4,4.4,Man Utd,0,0
D,Williams,4.2,4.2,Man Utd,0,0
D,Mengi,3.9,3.9,Man Utd,0,0
F,Carroll,5.1,5.1,Newcastle,22,1.147
M,Shelvey,5.3,5.3,Newcastle,86,2.813
M,Ritchie,4.9,4.9,Newcastle,72,2.811
D,Fernández,4.7,4.7,Newcastle,80,2.16
D,Clark,4.5,4.5,Newcastle,14,0.39
G,Darlow,4.9,4.9,Newcastle,0,0
G,Dubravka,4.8,4.8,Newcastle,66,2.488
D,Lejeune,4.3,4.3,Newcastle,0,0
D,Lascelles,4.2,4.2,Newcastle,0,0
F,Gayle,5.9,5.9,Newcastle,36,2.06
M,Atsu,5.2,5.2,Newcastle,0,0
D,Dummett,4.4,4.4,Newcastle,66,1.677
D,Manquillo,4.2,4.2,Newcastle,2,0.054
D,Krafth,4.2,4.2,Newcastle,41,1.108
D,Schär,4.8,4.8,Newcastle,80,2.151
D,Yedlin,4.3,4.3,Newcastle,0,0
M,Hayden,4.6,4.6,Newcastle,0,0
M,Aarons,4.8,4.8,Newcastle,0,0
M,Saint-Maximin,5.2,5.2,Newcastle,4,0.22
M,Almirón,5.6,5.6,Newcastle,75,3.19
F,Joelinton,5.7,5.7,Newcastle,55,2.501
F,Muto,4.8,4.8,Newcastle,0,0
D,Watts,3.9,3.9,Newcastle,0,0
F,Sharp,5.5,5.5,Sheffield Utd,0,0
F,McGoldrick,5.2,5.2,Sheffield Utd,77,4.007
D,Basham,4.6,4.6,Sheffield Utd,80,2.407
M,Fleck,5.6,5.6,Sheffield Utd,81,2.732
D,Stevens,5.0,5.0,Sheffield Utd,86,2.953
G,Moore,4.3,4.3,Sheffield Utd,0,0
M,Norwood,4.5,4.5,Sheffield Utd,76,3.115
G,Foderingham,4.3,4.3,Sheffield Utd,0,0
D,Baldock,4.9,4.9,Sheffield Utd,59,1.934
D,Jack Robinson,4.2,4.2,Sheffield Utd,73,2.125
D,Egan,4.7,4.7,Sheffield Utd,85,2.63
D,O'Connell,4.7,4.7,Sheffield Utd,0,0
M,Lundstram,4.8,4.8,Sheffield Utd,16,0.703
M,Osborn,4.7,4.7,Sheffield Utd,58,2.437
F,McBurnie,5.6,5.6,Sheffield Utd,0,0
F,Callum Robinson,5.2,5.2,West Brom,32,1.391
F,Mousset,5.8,5.8,Sheffield Utd,22,1.199
M,Berge,4.9,4.9,Sheffield Utd,17,0.609
F,Long,5.1,5.1,Southampton,0,0
D,Bertrand,5.0,5.0,Southampton,0,0
G,McCarthy,4.4,4.4,Southampton,78,2.787
M,Oriol Romeu,4.5,4.5,Southampton,63,1.621
M,Redmond,6.4,6.4,Southampton,54,2.122
F,Ings,8.4,8.4,Southampton,59,3.033
D,Stephens,4.6,4.6,Southampton,41,0.945
M,Armstrong,5.5,5.5,Southampton,71,2.536
D,Vestergaard,4.7,4.7,Southampton,87,2.039
M,Ward-Prowse,5.9,5.9,Southampton,86,3.18
G,Gunn,4.3,4.3,Southampton,0,0
M,Boufal,5.4,5.4,Southampton,0,0
M,Reed,4.4,4.4,Fulham,53,1.726
M,Sims,4.3,4.3,Southampton,0,0
D,Walker-Peters,4.7,4.7,Southampton,87,1.921
D,Bednarek,4.7,4.7,Southampton,77,1.617
F,Adams,5.7,5.7,Southampton,53,2.479
D,Valery,4.7,4.7,Southampton,0,0
M,Smallbone,4.3,4.3,Southampton,0,0
D,Vokins,3.9,3.9,Southampton,0,0
F,Obafemi,4.6,4.6,Southampton,4,0.199
M,Djenepo,5.4,5.4,Southampton,22,0.826
G,Lloris,5.6,5.6,Spurs,89,3.28
D,Rose,4.7,4.7,Spurs,0,0
M,Sissoko,4.7,4.7,Spurs,5,0.165
D,Alderweireld,5.4,5.4,Spurs,87,2.101
M,Lamela,5.7,5.7,Spurs,19,0.78
F,Kane,11.9,11.7,Spurs,85,4.903
D,Aurier,5.2,5.2,Spurs,56,1.565
M,Son,9.7,9.3,Spurs,83,3.89
D,Dier,4.6,4.6,Spurs,86,2.111
M,Lucas Moura,6.4,6.4,Spurs,26,1.104
G,Gazzaniga,4.3,4.3,Spurs,0,0
M,Alli,7.4,7.4,Spurs,61,2.715
D,Davies,4.5,4.5,Spurs,0,0
M,Højbjerg,4.9,4.9,Spurs,87,2.283
M,Winks,5.1,5.1,Spurs,30,0.869
D,Sánchez,5.2,5.2,Spurs,4,0.099
D,Sessegnon,4.7,4.7,Spurs,0,0
M,Bergwijn,7.0,7.0,Spurs,8,0.352
M,Fernandes,4.7,4.7,Spurs,0,0
D,Tanganga,4.9,4.9,Spurs,11,0.271
M,Lo Celso,6.9,6.9,Spurs,44,1.525
M,Skipp,4.4,4.4,Spurs,0,0
M,Ndombele,5.9,5.9,Spurs,33,1.159
D,Foyth,4.3,4.3,Spurs,0,0
D,Gibbs,4.3,4.3,West Brom,0,0
F,Robson-Kanu,5.2,5.2,West Brom,43,1.996
M,Livermore,4.7,4.7,West Brom,6,0.203
M,Grosicki,5.2,5.2,West Brom,0,0
M,Phillips,5.1,5.1,West Brom,69,2.482
D,Bartley,4.4,4.4,West Brom,88,1.477
M,Sawyers,4.6,4.6,West Brom,1,0.031
D,Hegazi,4.1,4.1,West Brom,0,0
F,Austin,5.1,5.1,West Brom,0,0
F,Zohore,4.8,4.8,West Brom,0,0
G,Johnstone,4.6,4.6,West Brom,88,3.162
D,Townsend,4.4,4.4,West Brom,88,1.498
D,Ajayi,4.8,4.8,West Brom,80,1.507
M,Leko,4.5,4.5,West Brom,0,0
M,Edwards,4.6,4.6,West Brom,0,0
D,Furlong,4.5,4.5,West Brom,88,1.555
M,Field,4.8,4.8,West Brom,0,0
M,Burke,4.1,4.1,Sheffield Utd,0,0
D,O'Shea,4.2,4.2,West Brom,25,0.398
M,Harper,4.3,4.3,West Brom,0,0
M,Noble,4.5,4.5,West Ham,7,0.327
M,Snodgrass,5.6,5.6,West Brom,0,0
G,Martin,3.9,3.9,West Ham,0,0
G,Randolph,4.3,4.3,West Ham,28,1.189
G,Fabianski,5.0,5.0,West Ham,65,2.739
D,Ogbonna,4.7,4.7,West Ham,83,3.179
G,Roberto,4.5,4.5,West Ham,0,0
M,Wilshere,4.9,4.9,West Ham,0,0
D,Cresswell,5.7,5.7,West Ham,80,3.63
M,Yarmolenko,5.5,5.5,West Ham,20,1.108
F,Antonio,6.6,6.6,West Ham,77,4.953
D,Fredericks,4.2,4.2,West Ham,5,0.216
M,Lanzini,6.4,6.4,West Ham,2,0.104
M,Felipe Anderson,6.1,6.1,West Ham,0,0
F,Haller,6.1,6.1,West Ham,0,0
D,Masuaku,4.3,4.3,West Ham,9,0.384
D,Balbuena,4.1,4.1,West Ham,0,0
F,Hugill,5.5,5.5,West Ham,0,0
M,Bowen,5.9,5.9,West Ham,24,1.63
M,Diangana,5.0,5.0,West Brom,22,0.891
F,Ajeti,5.5,5.5,West Ham,0,0
M,Rice,4.7,4.7,West Ham,87,3.229
M,Soucek,5.2,5.2,West Ham,86,3.487
M,Fornals,5.8,5.8,West Ham,65,3.185
D,Diop,4.3,4.3,West Ham,23,0.874
D,Johnson,3.9,3.9,West Ham,8,0.372
G,Ruddy,4.3,4.3,Wolves,0,0
M,Moutinho,5.1,5.1,Wolves,78,2.687
G,Patrício,5.3,5.3,Wolves,89,3.498
D,Bennett,4.4,4.4,Wolves,0,0
D,Doherty,5.6,5.6,Spurs,17,0.475
D,Boly,5.4,5.4,Wolves,59,2.035
D,Coady,4.9,4.9,Wolves,79,2.394
F,Jiménez,8.1,8.1,Wolves,0,0
D,Saïss,4.9,4.9,Wolves,52,1.919
D,Jonny,5.4,5.4,Wolves,0,0
F,Bonatini,4.8,4.8,Wolves,0,0
M,Dendoncker,4.6,4.6,Wolves,61,2.256
M,Traoré,6.0,6.0,Wolves,82,3.537
M,Neves,5.1,5.1,Wolves,72,3.109
D,Buur,3.9,3.9,Wolves,0,0
M,Jota,6.9,6.9,Liverpool,1,0.088
M,Podence,5.3,5.3,Wolves,0,0
D,Kilman,3.8,3.8,Wolves,3,0.1
D,Vinagre,4.1,4.1,Wolves,0,0
G,Sarkic,4.4,4.4,Wolves,0,0
M,Gibbs-White,4.9,4.9,Wolves,49,2.342
M,Neto,5.5,5.5,Wolves,0,0
M,Jordao,4.3,4.3,Wolves,0,0
F,Campana,4.7,4.7,Wolves,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0
M,Willian,7.5,7.5,Arsenal,19,1.116
D,Salisu,4.3,4.3,Southampton,61,1.405
M,Sean Longstaff,4.6,4.6,Newcastle,36,1.354
M,Pereira,5.4,5.4,West Brom,83,3.765
G,Hart,4.2,4.2,Spurs,0,0
G,Ramsdale,4.6,4.6,Sheffield Utd,89,3.488
D,Robinson,4.4,4.4,Fulham,18,0.625
M,Hendrick,4.5,4.5,Newcastle,5,0.19
D,Dann,4.2,4.2,Crystal Palace,8,0.109
M,Matty Longstaff,4.8,4.8,Newcastle,0,0
G,Gillespie,4.3,4.3,Newcastle,8,0.296
M,Eze,5.9,5.9,Crystal Palace,0,0
D,Thiago Silva,5.6,5.6,Chelsea,74,3.289
D,Koch,4.3,4.3,Leeds,0,0
F,Rodrigo,5.7,5.7,Leeds,69,4.479
M,Lemina,4.5,4.5,Fulham,54,1.88
D,Gabriel,4.9,4.9,Arsenal,68,2.833
M,van de Beek,6.6,6.6,Man Utd,12,0.432
D,Cash,5.0,5.0,Aston Villa,0,0
M,Murphy,4.9,4.9,Newcastle,85,2.796
D,Castagne,5.8,5.8,Leicester,78,2.893
D,Kipre,4.3,4.3,West Brom,0,0
M,Havertz,8.3,8.3,Chelsea,33,2.486
M,Ceballos,4.7,4.7,Arsenal,30,1.216
M,Allan,5.2,5.2,Everton,72,1.964
G,Walton,4.0,4.0,Brighton,0,0
F,Fabio Silva,5.2,5.2,Wolves,73,3.832
D,Marçal,4.7,4.7,Wolves,26,0.874
F,Wilson,6.5,6.5,Newcastle,0,0
M,Fraser,5.6,5.6,Newcastle,0,0
M,Rodríguez,7.7,7.7,Everton,41,1.667
D,Ampadu,4.3,4.3,Sheffield Utd,0,0
D,Bogle,4.3,4.3,Sheffield Utd,33,1.299
D,Lowe,4.2,4.2,Sheffield Utd,0,0
M,Doucouré,5.1,5.1,Everton,72,2.131
D,Lewis,4.1,4.1,Newcastle,3,0.079
F,Watkins,6.4,6.4,Aston Villa,85,3.338
M,Vitinha,4.7,4.7,Wolves,51,2.216
G,Areola,4.5,4.5,Fulham,88,3.492
D,Tete,4.3,4.3,Fulham,68,2.477
M,Mendy,4.2,4.2,Leicester,3,0.095
D,Dunne,3.8,3.8,Burnley,0,0
D,Thomas,3.9,3.9,Burnley,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0
G,Forster,4.0,4.0,Southampton,78,2.806
M,Tella,4.3,4.3,Southampton,40,1.757
D,Odoi,4.2,4.2,Fulham,0,0
M,Elneny,4.2,4.2,Arsenal,44,1.512
G,Macey,4.0,4.0,Arsenal,0,0
G,Steele,3.9,3.9,Brighton,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,0,0
D,Ivanovic,4.4,4.4,West Brom,0,0
